0 1.25664 -0.17658 1.12092
0 1.25664 -0.194501 1.29622
0 1.25664 -0.192897 1.18564
0 1.25664 -0.209818 1.27967
0 1.25664 -0.211326 1.29571
0 1.25664 -0.222242 1.29415
0 1.25664 -0.221709 1.25985
0 1.25664 -0.217164 1.2409
0 1.25664 -0.210865 1.21146
0 1.25664 -0.217162 1.21481
0 1.09956 0.0103919 0.927037
0 1.09956 -0.141437 1.02562
0 1.09956 -0.176395 1.12088
0 1.09956 -0.193242 1.18659
0 1.09956 -0.123828 0.918984
0 1.09956 -0.206687 1.04615
0 1.09956 -0.210726 1.07627
0 1.09956 -0.212387 1.07279
0 1.09956 -0.215107 1.09942
0 1.09956 -0.214073 1.12849
0 0.942478 0.0103921 0.927036
0 0.942478 -0.123607 0.919166
0 0.942478 0.0303009 0.789809
0 0.942478 -0.122107 0.866802
0 0.942478 -0.141308 1.02567
0 0.942478 -0.0936095 0.763585
0 0.942478 -0.201823 0.956243
0 0.942478 -0.203105 0.884333
0 0.942478 -0.207083 0.952946
0 0.942478 -0.209841 0.942982
0 0.628319 0.0303006 0.789809
0 0.628319 -0.122056 0.653355
0 0.628319 -0.129583 0.564455
0 0.628319 -0.0935107 0.76357
0 0.628319 -0.201882 0.6893
0 0.628319 -0.203403 0.601974
0 0.628319 -0.210052 0.624789
0 0.628319 -0.209159 0.588367
0 0.628319 -0.215957 0.649284
0 0.628319 -0.217463 0.613819
0 0.15708 0.0682875 -8.4118e-008
0 0.15708 -0.057229 -4.64922e-006
0 0.15708 -0.164679 0.0856872
0 0.15708 -0.149168 0.267224
0 0.15708 -0.178074 0.230203
0 0.15708 -0.190133 0.141482
0 0.15708 -0.209737 0.136592
0 0.15708 -0.210606 0.149972
0 0.15708 -0.208292 0.190684
0 0.15708 -0.203503 0.236308
0 0.314159 -0.0748333 0.422891
0 0.314159 -0.124829 0.407647
0 0.314159 -0.149227 0.267147
0 0.314159 -0.178089 0.230177
0 0.314159 -0.184916 0.374408
0 0.314159 -0.206175 0.343263
0 0.314159 -0.205606 0.362872
0 0.314159 -0.205589 0.377209
0 0.314159 -0.210107 0.285857
0 0.314159 -0.205584 0.237304
0 1.5708 -0.190087 1.51794
0 1.5708 -0.208292 1.60994
0 1.5708 -0.201166 1.67719
0 1.5708 -0.21523 1.55612
0 1.5708 -0.213185 1.52916
0 1.5708 -0.22033 1.59465
0 1.5708 -0.226573 1.58382
0 1.5708 -0.225741 1.54649
0 1.5708 -0.212369 1.49029
0 1.5708 -0.215148 1.49409
0 1.88496 -0.201882 1.90028
0 1.88496 -0.205818 1.86175
0 1.88496 -0.207098 1.93939
0 1.88496 -0.21143 1.82032
0 1.88496 -0.214566 1.78463
0 1.88496 -0.225127 1.87346
0 1.88496 -0.226723 1.89312
0 1.88496 -0.226312 1.83575
0 1.88496 -0.226852 1.80926
0 1.88496 -0.238008 1.88515
0 2.19911 -0.199546 2.14573
0 2.19911 -0.201347 2.12595
0 2.19911 -0.216419 2.22193
0 2.19911 -0.223835 2.23234
0 2.19911 -0.22065 2.30659
0 2.19911 -0.231616 2.24794
0 2.19911 -0.233084 2.26398
0 2.19911 -0.236645 2.21336
0 2.19911 -0.228976 2.17016
0 2.19911 -0.241028 2.17284
